age_group,club_member_status,fashion_news_frequency,product_group_name,price,clusters
Adult,ACTIVE,NONE,Garment Lower body,165.83,4
Young Adult,ACTIVE,NONE,Garment Lower body,229.21,1
Young Adult,ACTIVE,NONE,Garment Upper body,448.19,1
Young Adult,ACTIVE,NONE,Accessories,134.46,1
Adult,ACTIVE,NONE,Swimwear,134.46,4
Young Adult,ACTIVE,Regularly,Garment Upper body,186.75,3
Young Adult,ACTIVE,NONE,Garment Upper body,343.61,1
Elderly,ACTIVE,NONE,Garment Lower body,239.04,4
Young Adult,ACTIVE,Regularly,Garment Upper body,103.4,3
Elderly,ACTIVE,NONE,Garment Lower body,239.04,4
Adult,ACTIVE,Regularly,Garment Lower body,343.61,0
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Young Adult,ACTIVE,NONE,Underwear,151.51,1
Young Adult,ACTIVE,NONE,Garment Full body,448.19,1
Adult,ACTIVE,NONE,Garment Upper body,134.46,4
Young Adult,ACTIVE,Regularly,Swimwear,155.38,3
Adult,ACTIVE,Regularly,Garment Full body,186.75,0
Adult,ACTIVE,NONE,Garment Lower body,134.46,4
Adult,ACTIVE,NONE,Accessories,180.48,4
Adult,ACTIVE,Regularly,Garment Lower body,239.04,0
Young Adult,ACTIVE,NONE,Garment Lower body,186.75,1
Elderly,ACTIVE,Regularly,Garment Full body,552.77,0
Young Adult,ACTIVE,NONE,Accessories,113.55,1
Young Adult,PRE-CREATE,NONE,Garment Lower body,218.12,2
Young Adult,ACTIVE,Regularly,Garment Upper body,218.12,3
Adult,ACTIVE,Regularly,Swimwear,113.55,0
Young Adult,ACTIVE,Regularly,Swimwear,186.75,3
Adult,ACTIVE,NONE,Garment Upper body,134.46,4
Young Adult,ACTIVE,NONE,Garment Upper body,197.21,1
Young Adult,ACTIVE,Regularly,Garment Lower body,82.17,3
Young Adult,ACTIVE,NONE,Swimwear,161.65,1
Elderly,ACTIVE,NONE,Garment Lower body,395.9,4
Young Adult,ACTIVE,NONE,Accessories,113.55,1
Young Adult,ACTIVE,NONE,Garment Upper body,124,1
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Young Adult,ACTIVE,NONE,Swimwear,91.69,1
Adult,ACTIVE,NONE,Shoes,481.45,4
Young Adult,ACTIVE,Regularly,Garment Upper body,113.55,3
Young Adult,ACTIVE,NONE,Garment Upper body,218.12,1
Adult,ACTIVE,NONE,Garment Full body,239.04,4
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Young Adult,ACTIVE,Regularly,Garment Lower body,239.04,3
Young Adult,ACTIVE,NONE,Bags,239.04,1
Young Adult,ACTIVE,NONE,Underwear,218.12,1
Young Adult,ACTIVE,Regularly,Garment Lower body,239.04,3
Adult,ACTIVE,Regularly,Garment Upper body,155.38,0
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Adult,ACTIVE,Regularly,Garment Upper body,239.04,0
Elderly,ACTIVE,NONE,Underwear,291.33,4
Young Adult,ACTIVE,Regularly,Garment Upper body,435.54,3
Adult,ACTIVE,NONE,Garment Upper body,71.72,4
Young Adult,ACTIVE,Regularly,Accessories,61.26,3
Young Adult,ACTIVE,NONE,Garment Upper body,343.61,1
Adult,ACTIVE,NONE,Underwear,165.83,4
Adult,ACTIVE,NONE,Swimwear,165.83,4
Young Adult,ACTIVE,NONE,Garment Lower body,291.33,1
Young Adult,PRE-CREATE,NONE,Garment Upper body,92.63,2
Adult,ACTIVE,Regularly,Garment Full body,239.04,0
Adult,ACTIVE,NONE,Shoes,255.98,4
Elderly,ACTIVE,Regularly,Garment Upper body,165.83,0
Adult,ACTIVE,Regularly,Garment Upper body,134.46,0
Adult,ACTIVE,Regularly,Garment Lower body,134.46,0
Young Adult,ACTIVE,NONE,Nightwear,239.04,1
Young Adult,ACTIVE,Regularly,Garment Upper body,218.12,3
Young Adult,ACTIVE,NONE,Accessories,50.8,1
Young Adult,ACTIVE,Regularly,Garment Lower body,124,3
Adult,ACTIVE,NONE,Garment Upper body,291.33,4
Adult,ACTIVE,NONE,Garment Upper body,552.77,4
Young Adult,ACTIVE,Regularly,Socks & Tights,134.46,3
Adult,ACTIVE,NONE,Garment Lower body,113.55,4
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Adult,ACTIVE,Regularly,Garment Upper body,207.67,0
Adult,ACTIVE,Regularly,Garment Upper body,218.12,0
Young Adult,ACTIVE,NONE,Garment Lower body,197.21,1
Young Adult,ACTIVE,NONE,Garment Lower body,134.46,1
Young Adult,ACTIVE,NONE,Underwear,236.63,1
Young Adult,ACTIVE,Regularly,Garment Full body,239.04,3
Elderly,ACTIVE,NONE,Garment Lower body,239.04,4
Young Adult,ACTIVE,Regularly,Garment Upper body,134.46,3
Young Adult,ACTIVE,Regularly,Garment Upper body,72.24,3
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Adult,ACTIVE,Regularly,Garment Upper body,82.17,0
Adult,PRE-CREATE,NONE,Garment Upper body,61.26,2
Young Adult,ACTIVE,Regularly,Underwear,291.33,3
Adult,ACTIVE,NONE,Garment Upper body,165.83,4
Young Adult,PRE-CREATE,NONE,Garment Upper body,134.46,2
Young Adult,ACTIVE,Regularly,Underwear,186.75,3
Elderly,ACTIVE,NONE,Underwear,165.83,4
Young Adult,ACTIVE,NONE,Garment Upper body,69.73,1
Young Adult,ACTIVE,Regularly,Garment Lower body,197.21,3
Adult,ACTIVE,Regularly,Garment Upper body,108.95,0
Young Adult,ACTIVE,Regularly,Underwear,189.89,3
Young Adult,ACTIVE,NONE,Garment Lower body,291.33,1
Adult,ACTIVE,NONE,Garment Upper body,134.46,4
Young Adult,ACTIVE,NONE,Underwear,114.59,1
Adult,ACTIVE,NONE,Garment Upper body,239.04,4
Teenager,ACTIVE,NONE,Accessories,113.55,0
Adult,ACTIVE,Regularly,Garment Lower body,240.82,0
Adult,ACTIVE,Regularly,Garment Upper body,197.21,0
Elderly,ACTIVE,NONE,Garment Upper body,165.83,4
Adult,ACTIVE,Regularly,Garment Upper body,61.26,0
Young Adult,ACTIVE,Regularly,Garment Lower body,225.97,3
Young Adult,ACTIVE,NONE,Socks & Tights,134.46,1
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Adult,ACTIVE,NONE,Garment Lower body,218.12,4
Adult,ACTIVE,NONE,Garment Lower body,395.9,4
Adult,ACTIVE,Regularly,Swimwear,134.46,0
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Young Adult,ACTIVE,Regularly,Garment Upper body,134.46,3
Young Adult,ACTIVE,Regularly,Swimwear,134.46,3
Young Adult,ACTIVE,NONE,Accessories,48.92,1
Young Adult,ACTIVE,NONE,Socks & Tights,113.55,1
Young Adult,ACTIVE,NONE,Underwear,176.29,1
Adult,ACTIVE,Regularly,Garment Upper body,134.46,0
Young Adult,ACTIVE,NONE,Underwear,134.46,1
Young Adult,ACTIVE,Regularly,Swimwear,210.7,3
Young Adult,ACTIVE,Regularly,Underwear,134.46,3
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Young Adult,ACTIVE,Regularly,Accessories,386.18,3
Adult,ACTIVE,NONE,Garment Upper body,124,4
Adult,ACTIVE,NONE,Garment Upper body,155.38,4
Young Adult,PRE-CREATE,NONE,Garment Upper body,82.17,2
Young Adult,ACTIVE,Regularly,Garment Upper body,186.75,3
Young Adult,PRE-CREATE,NONE,Underwear,124,2
Adult,ACTIVE,NONE,Garment Upper body,291.33,4
Adult,ACTIVE,Regularly,Nightwear,239.04,0
Young Adult,ACTIVE,Regularly,Garment Upper body,265.18,3
Adult,ACTIVE,Regularly,Garment Upper body,265.18,0
Adult,PRE-CREATE,NONE,Garment Upper body,155.38,2
Elderly,ACTIVE,Regularly,Garment Upper body,239.04,0
Young Adult,ACTIVE,NONE,Socks & Tights,92.63,1
Young Adult,ACTIVE,Regularly,Underwear,186.75,3
Young Adult,ACTIVE,Regularly,Garment Upper body,186.75,3
Young Adult,ACTIVE,Regularly,Garment Upper body,167.72,3
Young Adult,ACTIVE,NONE,Swimwear,163.22,1
Young Adult,ACTIVE,NONE,Garment Upper body,343.61,1
Young Adult,ACTIVE,NONE,Socks & Tights,85.62,1
Young Adult,ACTIVE,Regularly,Garment Upper body,134.46,3
Young Adult,ACTIVE,Regularly,Accessories,113.55,3
Young Adult,ACTIVE,Regularly,Garment Upper body,134.46,3
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Young Adult,ACTIVE,Regularly,Garment Upper body,343.61,3
Adult,ACTIVE,Regularly,Garment Upper body,92.63,0
Young Adult,ACTIVE,NONE,Garment Lower body,134.46,1
Elderly,ACTIVE,Regularly,Garment Full body,186.75,0
Young Adult,ACTIVE,Regularly,Garment Upper body,113.55,3
Adult,ACTIVE,Regularly,Accessories,71.72,0
Elderly,ACTIVE,NONE,Garment Upper body,155.38,4
Elderly,ACTIVE,NONE,Swimwear,273.13,4
Elderly,ACTIVE,NONE,Garment Upper body,92.63,4
Elderly,ACTIVE,NONE,Garment Lower body,186.75,4
Young Adult,ACTIVE,Regularly,Garment Upper body,448.19,3
Young Adult,ACTIVE,NONE,Garment Upper body,207.67,1
Young Adult,ACTIVE,Regularly,Garment Upper body,113.55,3
Young Adult,ACTIVE,NONE,Garment Upper body,92.63,1
Young Adult,ACTIVE,Regularly,Garment Upper body,92.63,3
Adult,ACTIVE,NONE,Garment Upper body,165.83,4
Young Adult,ACTIVE,Regularly,Swimwear,186.75,3
Young Adult,ACTIVE,Regularly,Garment Lower body,138.64,3
Young Adult,ACTIVE,Regularly,Garment Upper body,197.31,3
Adult,ACTIVE,NONE,Garment Upper body,234.33,4
Adult,ACTIVE,Regularly,Garment Full body,343.61,0
Young Adult,ACTIVE,Regularly,Accessories,239.04,3
Adult,ACTIVE,NONE,Garment Upper body,129.23,4
Elderly,ACTIVE,Regularly,Garment Upper body,82.17,0
Adult,ACTIVE,Regularly,Garment Lower body,186.75,0
Young Adult,ACTIVE,NONE,Garment Upper body,131.53,1
Young Adult,ACTIVE,Regularly,Accessories,165.83,3
Young Adult,ACTIVE,NONE,Garment Upper body,155.38,1
Young Adult,ACTIVE,Regularly,Garment Upper body,343.61,3
Young Adult,ACTIVE,NONE,Garment Upper body,155.38,1
Young Adult,ACTIVE,NONE,Garment Full body,320.82,1
Young Adult,ACTIVE,Regularly,Garment Upper body,186.75,3
Young Adult,ACTIVE,NONE,Underwear,186.75,1
Elderly,ACTIVE,Regularly,Garment Upper body,552.77,0
Young Adult,ACTIVE,Regularly,Garment Upper body,239.04,3
Adult,ACTIVE,Regularly,Garment Upper body,103.09,0
Young Adult,ACTIVE,Regularly,Garment Upper body,81.13,3
Young Adult,ACTIVE,NONE,Garment Lower body,291.33,1
Young Adult,ACTIVE,NONE,Swimwear,186.75,1
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Adult,ACTIVE,NONE,Garment Upper body,186.75,4
Young Adult,ACTIVE,Regularly,Underwear,186.75,3
Young Adult,ACTIVE,Regularly,Garment Full body,197.21,3
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Young Adult,ACTIVE,NONE,Garment Upper body,78.2,1
Young Adult,ACTIVE,NONE,Garment Upper body,82.17,1
Adult,ACTIVE,Regularly,Garment Upper body,113.55,0
Adult,ACTIVE,Regularly,Swimwear,186.75,0
Young Adult,ACTIVE,Regularly,Garment Upper body,284.32,3
Elderly,ACTIVE,Regularly,Socks & Tights,102.78,0
Adult,ACTIVE,NONE,Garment Upper body,291.33,4
Young Adult,ACTIVE,NONE,Swimwear,124,1
Young Adult,ACTIVE,Regularly,Garment Lower body,144.92,3
Adult,ACTIVE,NONE,Garment Full body,390.05,4
Adult,ACTIVE,Regularly,Garment Lower body,186.75,0
Adult,ACTIVE,NONE,Garment Upper body,85.73,4
Adult,ACTIVE,Regularly,Garment Lower body,343.61,0
Young Adult,ACTIVE,NONE,Garment Upper body,103.09,1
Young Adult,ACTIVE,Regularly,Accessories,103.09,3
Young Adult,ACTIVE,Regularly,Garment Upper body,239.04,3
Young Adult,ACTIVE,Regularly,Garment Upper body,82.17,3
Young Adult,ACTIVE,Regularly,Garment Lower body,448.19,3
Young Adult,ACTIVE,NONE,Garment Lower body,291.33,1
Young Adult,ACTIVE,NONE,Underwear,134.46,1
Adult,ACTIVE,Regularly,Accessories,61.26,0
Adult,ACTIVE,Regularly,Garment Upper body,186.75,0
Young Adult,ACTIVE,Regularly,Garment Lower body,186.75,3
Elderly,ACTIVE,Regularly,Garment Upper body,113.55,0
Adult,ACTIVE,NONE,Garment Upper body,239.04,4
Young Adult,ACTIVE,Regularly,Garment Upper body,103.09,3
Young Adult,ACTIVE,NONE,Garment Lower body,186.75,1
Young Adult,ACTIVE,NONE,Garment Upper body,103.09,1
Young Adult,ACTIVE,Regularly,Garment Lower body,113.55,3
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Adult,ACTIVE,NONE,Garment Full body,134.46,4
Young Adult,ACTIVE,Regularly,Garment Lower body,186.75,3
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Elderly,ACTIVE,Regularly,Garment Upper body,197.21,0
Young Adult,ACTIVE,Regularly,Garment Upper body,113.55,3
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Adult,ACTIVE,NONE,Garment Lower body,448.19,4
Adult,ACTIVE,NONE,Accessories,118.78,4
Adult,ACTIVE,NONE,Garment Lower body,186.75,4
Elderly,ACTIVE,Regularly,Garment Upper body,124,0
Young Adult,ACTIVE,NONE,Underwear,134.46,1
Young Adult,ACTIVE,NONE,Underwear,127.35,1
Young Adult,ACTIVE,NONE,Garment Upper body,124.21,1
Young Adult,ACTIVE,Regularly,Garment Upper body,134.46,3
Young Adult,ACTIVE,Regularly,Garment Upper body,71.72,3
Young Adult,ACTIVE,NONE,Garment Lower body,144.92,1
Young Adult,ACTIVE,NONE,Garment Lower body,343.61,1
Young Adult,ACTIVE,NONE,Socks & Tights,82.17,1
Young Adult,ACTIVE,NONE,Garment Upper body,291.33,1
Young Adult,ACTIVE,NONE,Garment Upper body,50.8,1
Elderly,ACTIVE,NONE,Garment Upper body,186.75,4
Young Adult,ACTIVE,Regularly,Garment Upper body,239.04,3
Young Adult,ACTIVE,Regularly,Garment Lower body,338.18,3
Young Adult,ACTIVE,NONE,Garment Lower body,291.33,1
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Young Adult,ACTIVE,NONE,Garment Upper body,866.5,1
Young Adult,ACTIVE,NONE,Garment Lower body,552.77,1
Adult,ACTIVE,NONE,Garment Full body,142.2,4
Elderly,ACTIVE,NONE,Garment Upper body,225.03,4
Young Adult,ACTIVE,NONE,Garment Upper body,402.18,1
Adult,ACTIVE,NONE,Garment Upper body,82.17,4
Young Adult,ACTIVE,NONE,Garment Full body,186.75,1
Young Adult,ACTIVE,NONE,Garment Upper body,155.38,1
Adult,ACTIVE,NONE,Garment Lower body,343.61,4
Young Adult,ACTIVE,Regularly,Garment Lower body,228.58,3
Young Adult,ACTIVE,NONE,Garment Full body,92.63,1
Adult,ACTIVE,Regularly,Underwear,92.63,0
Young Adult,ACTIVE,Regularly,Garment Full body,252.11,3
Young Adult,ACTIVE,Regularly,Garment Upper body,103.09,3
Young Adult,ACTIVE,Regularly,Garment Upper body,186.75,3
Young Adult,ACTIVE,Regularly,Garment Upper body,190.62,3
Elderly,ACTIVE,NONE,Underwear,186.75,4
Young Adult,ACTIVE,Regularly,Underwear,160.19,3
Adult,ACTIVE,NONE,Garment Lower body,134.46,4
Adult,ACTIVE,Regularly,Underwear,71.72,0
Adult,ACTIVE,NONE,Swimwear,186.75,4
Young Adult,ACTIVE,Regularly,Swimwear,134.46,3
Young Adult,ACTIVE,Regularly,Garment Lower body,256.4,3
Young Adult,ACTIVE,NONE,Underwear,134.46,1
Young Adult,ACTIVE,NONE,Garment Lower body,343.61,1
Adult,ACTIVE,NONE,Underwear,218.12,4
Young Adult,ACTIVE,Regularly,Garment Lower body,343.61,3
Adult,ACTIVE,NONE,Garment Full body,395.9,4
Adult,ACTIVE,Regularly,Underwear,165.83,0
Young Adult,ACTIVE,NONE,Garment Full body,448.19,1
Young Adult,ACTIVE,NONE,Garment Upper body,131.32,1
Young Adult,ACTIVE,NONE,Socks & Tights,48.81,1
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Young Adult,ACTIVE,Regularly,Garment Upper body,291.33,3
Young Adult,ACTIVE,Regularly,Garment Lower body,448.19,3
Adult,ACTIVE,Regularly,Garment Lower body,134.46,0
Young Adult,ACTIVE,Regularly,Garment Upper body,265.18,3
Adult,ACTIVE,Regularly,Garment Upper body,291.33,0
Adult,ACTIVE,Regularly,Garment Upper body,186.75,0
Adult,ACTIVE,Regularly,Garment Full body,113.55,0
Adult,ACTIVE,Regularly,Garment Upper body,239.04,0
Young Adult,ACTIVE,NONE,Garment Lower body,552.77,1
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Elderly,ACTIVE,Regularly,Accessories,134.46,0
Adult,ACTIVE,Regularly,Swimwear,186.75,0
Young Adult,ACTIVE,NONE,Garment Lower body,186.75,1
Young Adult,ACTIVE,NONE,Garment Upper body,92.11,1
Young Adult,ACTIVE,NONE,Garment Upper body,218.12,1
Adult,ACTIVE,Regularly,Garment Upper body,132.68,0
Young Adult,ACTIVE,NONE,Garment Full body,277,1
Young Adult,ACTIVE,Regularly,Shoes,134.46,3
Adult,ACTIVE,NONE,Swimwear,113.55,4
Young Adult,ACTIVE,Regularly,Garment Upper body,82.17,3
Young Adult,ACTIVE,NONE,Garment Upper body,165.83,1
Adult,ACTIVE,Regularly,Garment Upper body,71.72,0
Young Adult,ACTIVE,NONE,Garment Upper body,92.63,1
Young Adult,ACTIVE,NONE,Garment Lower body,155.38,1
Young Adult,ACTIVE,Regularly,Garment Upper body,103.09,3
Adult,ACTIVE,NONE,Garment Upper body,82.17,4
Elderly,ACTIVE,NONE,Garment Full body,239.04,4
Young Adult,ACTIVE,NONE,Garment Lower body,136.55,1
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Elderly,ACTIVE,Regularly,Underwear,80.08,0
Young Adult,ACTIVE,Regularly,Garment Lower body,218.12,3
Young Adult,ACTIVE,NONE,Accessories,186.75,1
Young Adult,ACTIVE,NONE,Garment Upper body,291.33,1
Young Adult,ACTIVE,Regularly,Garment Upper body,186.75,3
Young Adult,ACTIVE,Regularly,Garment Upper body,165.83,3
Elderly,ACTIVE,Regularly,Garment Upper body,134.46,0
Young Adult,ACTIVE,Regularly,Swimwear,186.75,3
Adult,ACTIVE,Regularly,Garment Upper body,103.09,0
Young Adult,ACTIVE,Regularly,Garment Upper body,92.63,3
Young Adult,ACTIVE,Regularly,Underwear,160.82,3
Young Adult,ACTIVE,NONE,Garment Upper body,124,1
Adult,ACTIVE,Regularly,Nightwear,239.04,0
Young Adult,ACTIVE,NONE,Underwear,134.46,1
Adult,ACTIVE,Regularly,Swimwear,186.75,0
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Adult,ACTIVE,NONE,Garment Lower body,197.21,4
Young Adult,ACTIVE,NONE,Garment Lower body,171.06,1
Adult,ACTIVE,NONE,Garment Lower body,92.63,4
Elderly,PRE-CREATE,NONE,Underwear,239.04,2
Adult,ACTIVE,NONE,Garment Upper body,239.04,4
Young Adult,ACTIVE,Regularly,Garment Upper body,235.69,3
Young Adult,ACTIVE,NONE,Garment Upper body,86.36,1
Young Adult,ACTIVE,NONE,Underwear,105.6,1
Young Adult,ACTIVE,Regularly,Garment Upper body,165.83,3
Young Adult,ACTIVE,Regularly,Socks & Tights,99.64,3
Young Adult,ACTIVE,Regularly,Accessories,52.47,3
Adult,ACTIVE,Regularly,Garment Upper body,165.83,0
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Young Adult,ACTIVE,Regularly,Garment Upper body,448.19,3
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Adult,ACTIVE,NONE,Underwear,121.81,4
Adult,ACTIVE,NONE,Garment Upper body,239.04,4
Adult,ACTIVE,Regularly,Garment Lower body,230.88,0
Adult,ACTIVE,Regularly,Garment Upper body,82.17,0
Adult,ACTIVE,Regularly,Shoes,218.12,0
Young Adult,ACTIVE,Regularly,Garment Lower body,205.57,3
Young Adult,ACTIVE,NONE,Garment Full body,291.33,1
Adult,ACTIVE,NONE,Underwear,179.33,4
Adult,ACTIVE,Regularly,Garment Lower body,219.8,0
Young Adult,ACTIVE,NONE,Garment Upper body,45.57,1
Young Adult,ACTIVE,Regularly,Garment Lower body,134.46,3
Young Adult,ACTIVE,Regularly,Garment Full body,186.75,3
Adult,ACTIVE,NONE,Garment Full body,186.75,4
Adult,ACTIVE,NONE,Garment Upper body,56.03,4
Young Adult,ACTIVE,NONE,Swimwear,291.33,1
Elderly,ACTIVE,Regularly,Garment Full body,218.12,0
Adult,ACTIVE,Regularly,Garment Lower body,186.75,0
Young Adult,ACTIVE,NONE,Garment Lower body,343.61,1
Adult,ACTIVE,NONE,Garment Lower body,207.67,4
Young Adult,NO MEMBERSHIP,NONE,Accessories,92.63,2
Young Adult,ACTIVE,NONE,Garment Lower body,199.3,1
Young Adult,ACTIVE,Regularly,Accessories,229.21,3
Adult,ACTIVE,NONE,Underwear,92.63,4
Young Adult,ACTIVE,NONE,Swimwear,134.46,1
Teenager,ACTIVE,NONE,Garment Lower body,134.46,0
Adult,ACTIVE,NONE,Unknown,197.21,4
Young Adult,ACTIVE,NONE,Garment Lower body,440.87,1
Young Adult,ACTIVE,Regularly,Accessories,92.63,3
Adult,ACTIVE,Regularly,Garment Lower body,186.75,0
Adult,ACTIVE,Regularly,Garment Lower body,155.38,0
Young Adult,ACTIVE,NONE,Socks & Tights,113.55,1
Adult,ACTIVE,Regularly,Garment Upper body,343.61,0
Young Adult,ACTIVE,Regularly,Garment Upper body,134.46,3
Elderly,ACTIVE,Regularly,Garment Lower body,239.04,0
Young Adult,ACTIVE,NONE,Garment Full body,134.46,1
Adult,ACTIVE,NONE,Swimwear,134.46,4
Young Adult,ACTIVE,NONE,Garment Upper body,74.33,1
Adult,ACTIVE,Regularly,Garment Upper body,343.61,0
Adult,ACTIVE,NONE,Garment Upper body,239.04,4
Young Adult,ACTIVE,Regularly,Garment Lower body,160.61,3
Elderly,ACTIVE,Regularly,Garment Upper body,134.46,0
Adult,ACTIVE,Regularly,Garment Upper body,168.87,0
Elderly,ACTIVE,NONE,Garment Upper body,239.04,4
Young Adult,ACTIVE,Regularly,Accessories,113.55,3
Young Adult,ACTIVE,NONE,Garment Lower body,343.61,1
Adult,ACTIVE,NONE,Garment Upper body,218.12,4
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Young Adult,ACTIVE,NONE,Garment Upper body,94.72,1
Young Adult,ACTIVE,NONE,Garment Upper body,73.08,1
Elderly,ACTIVE,NONE,Garment Lower body,249.5,4
Elderly,ACTIVE,Regularly,Garment Upper body,171.06,0
Young Adult,ACTIVE,NONE,Swimwear,134.46,1
Adult,ACTIVE,NONE,Garment Lower body,134.46,4
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Young Adult,ACTIVE,NONE,Garment Lower body,162.49,1
Adult,ACTIVE,NONE,Garment Upper body,291.33,4
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Adult,ACTIVE,NONE,Garment Lower body,239.04,4
Young Adult,ACTIVE,NONE,Garment Lower body,165.83,1
Young Adult,ACTIVE,NONE,Underwear,134.46,1
Elderly,ACTIVE,Regularly,Garment Upper body,343.61,0
Young Adult,ACTIVE,NONE,Swimwear,216.35,1
Young Adult,ACTIVE,NONE,Bags,197.21,1
Adult,ACTIVE,NONE,Garment Lower body,343.61,4
Adult,ACTIVE,NONE,Garment Upper body,108.32,4
Young Adult,ACTIVE,Regularly,Garment Upper body,343.61,3
Elderly,ACTIVE,Regularly,Garment Full body,644.48,0
Young Adult,ACTIVE,NONE,Swimwear,134.46,1
Young Adult,ACTIVE,Regularly,Garment Upper body,239.04,3
Adult,ACTIVE,NONE,Garment Upper body,101,4
Young Adult,ACTIVE,Regularly,Shoes,124,3
Young Adult,ACTIVE,NONE,Garment Upper body,170.02,1
Young Adult,ACTIVE,NONE,Garment Upper body,92.63,1
Elderly,ACTIVE,NONE,Garment Upper body,103.09,4
Young Adult,ACTIVE,NONE,Accessories,239.04,1
Adult,ACTIVE,NONE,Garment Upper body,291.33,4
Young Adult,ACTIVE,Regularly,Garment Upper body,121.91,3
Young Adult,ACTIVE,NONE,Garment Upper body,71.72,1
Adult,ACTIVE,NONE,Garment Upper body,197.21,4
Adult,ACTIVE,Regularly,Garment Upper body,186.75,0
Adult,ACTIVE,Regularly,Swimwear,142.2,0
Young Adult,ACTIVE,Regularly,Garment Upper body,57.08,3
Adult,ACTIVE,NONE,Garment Full body,144.92,4
Young Adult,ACTIVE,Regularly,Underwear,103.09,3
Adult,ACTIVE,NONE,Garment Upper body,291.33,4
Adult,ACTIVE,NONE,Garment Upper body,113.55,4
Adult,ACTIVE,Regularly,Garment Upper body,239.04,0
Adult,ACTIVE,NONE,Garment Upper body,103.09,4
Adult,ACTIVE,Regularly,Garment Upper body,88.45,0
Young Adult,PRE-CREATE,NONE,Underwear,218.12,2
Adult,ACTIVE,NONE,Underwear,218.12,4
Elderly,ACTIVE,Regularly,Socks & Tights,50.91,0
Teenager,LEFT CLUB,NONE,Garment Full body,239.04,2
Adult,ACTIVE,Regularly,Garment Upper body,186.75,0
Young Adult,ACTIVE,Regularly,Garment Upper body,312.24,3
Adult,ACTIVE,NONE,Garment Lower body,197.21,4
Young Adult,ACTIVE,Regularly,Swimwear,124,3
Young Adult,ACTIVE,Regularly,Underwear,118.78,3
Elderly,ACTIVE,Regularly,Socks & Tights,50.91,0
Young Adult,ACTIVE,Regularly,Garment Lower body,343.61,3
Adult,ACTIVE,NONE,Accessories,113.55,4
Young Adult,ACTIVE,Regularly,Garment Upper body,61.26,3
Young Adult,ACTIVE,Regularly,Garment Lower body,233.08,3
Young Adult,ACTIVE,Regularly,Garment Lower body,99.64,3
Young Adult,PRE-CREATE,NONE,Garment Upper body,134.46,2
Young Adult,ACTIVE,Regularly,Garment Upper body,186.75,3
Adult,ACTIVE,NONE,Garment Upper body,186.75,4
Young Adult,ACTIVE,Regularly,Underwear,124,3
Adult,ACTIVE,Regularly,Garment Upper body,334.93,0
Adult,ACTIVE,NONE,Swimwear,291.33,4
