t_dat,customer_id,article_id,price,sales_channel_id,FN,Active,club_member_status,fashion_news_frequency,age,postal_code,year,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
2020-09-17,1e99cda4168dddf2960d6d034f9b6c41f0229997e7de117ce7ebc9a896100965,921266001,134.46,2,1.0,1.0,ACTIVE,Regularly,39.0,c4c5fa64a536cef388346b99c59791c8be3039fc20cd572e8b98a95b6705e8d4,2020,921266,Sasha,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Oversized, straight-cut T-shirt in a soft modal and cotton blend with a ribbed neckline and low dropped shoulders."
2018-09-29,587199b1f929a70de15ce0d0852d7487430ca372589caf284ec78f6d6275aa2e,579541001,134.46,2,1.0,1.0,ACTIVE,Regularly,49.0,ee39c6362eb319ddedcd661c1abc072b6415eaa0890654c2d7348a8e76346231,2018,579541,Calista cardigan.,245,Cardigan,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Cardigan in a soft, fine-knit viscose blend with buttons down the front and ribbing around the neckline, cuffs and hem."
2019-12-28,477a698a9fcdf71f26d444495ae35cd35db76262784eabf74600d317d9be319e,723151001,134.46,2,,,ACTIVE,NONE,27.0,d0685416dcd9749a3da93cb5d57f136547d4c2c74403f72637cc1aff9b18062f,2019,723151,BOUNTY,253,Vest top,Garment Upper body,1010017,Stripe,71,Light Blue,3,Light,2,Blue,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Sleeveless top in a gently draping viscose weave with short, adjustable shoulder straps and a V-neck."
2019-10-26,2f5c660916383b9a684267da1360734b1bcef6f23ed501cd3a64d1691def07c2,715424003,152.34,1,1.0,1.0,ACTIVE,Regularly,34.0,efdb6da50a227165a50476f9ce1bbdf4b7813a0d1e89905466922508747ef67b,2019,715424,Wool 2p Kneehigh,302,Socks,Socks & Tights,1010010,Melange,13,Beige,1,Dusty Light,11,Beige,3610,Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,"Fine-knit knee socks in a soft, thermal wool blend with elasticated tops."
2019-07-05,b485cfa81544a33759c51e6ee8b51d095c096b8de5308389e1d0c303cf8f6164,699454003,113.55,2,1.0,1.0,ACTIVE,Regularly,54.0,1e2016aabf54960b6496d4b72066f1d11edda50ff14570e4385f0fbd2ac21060,2019,699454,Wideawake Tie Tanga,59,Swimwear bottom,Swimwear,1010021,Lace,43,Dark Red,4,Dark,18,Red,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms in lace with a low waist and ties at the sides.
2019-05-29,9f8ea6cdda411ed5b4be457a3d154086d6afd5ed403a863f9a2d4526443bbc49,562245001,239.04,2,,,ACTIVE,NONE,49.0,2cbe2f99ba2d1cde343261d6ec562ea098a8a81b2a8cb9aff564b765f82845fb,2019,562245,Luna skinny RW,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"5-pocket jeans in washed, superstretch denim with a regular waist, zip fly and button, and skinny legs."
2019-08-20,26f0931662112697faeca64e835e345989872c9231dce6e54cc78b4b8dcd5952,751157007,113.55,2,,,ACTIVE,NONE,33.0,cf6ace506ad6e4e651ca6ecaf3bcec2172e8b07663f88e96cd5d2338c88e402f,2019,751157,September thong with backdetai,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Thong briefs in lace with a low waist, lined gusset and string back."
2018-11-21,c6dd3f12fb888b753e78a9d60618826a855f6e28b1ca8c0cebcccfd5a21141cb,504152011,103.09,2,,,PRE-CREATE,NONE,49.0,62b25f08fe144406a19b067667d451de8f6893fcc82867d401bc0edd9c30ab7a,2018,504152,Friend,245,Cardigan,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,1646,Knitwear Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1003,Knitwear,"Cardigan in a soft, fine-knit viscose blend with dropped shoulders and long sleeves. No buttons."
2018-12-08,29ab59125b00fc8394ce157fa71de1583df6c6c2b88d47d2719b61bb87341b58,587137006,265.18,2,,,ACTIVE,NONE,30.0,000255d7a6c472be2fcad31efb98c19599d28aaad70ad62e686dbf2105e260ec,2018,587137,Merry Body.,283,Underwear body,Underwear,1010021,Lace,53,Dark Pink,4,Dark,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Body in lace and mesh with narrow, adjustable shoulder straps that cross at the back, cups lined with mesh in a contrasting colour and an elasticated seam under the bust. Lined cups with press-studs."
2019-01-27,7f6001be8053c5a9936622f5997e87319ca546b768979db6ff042c14f1bf7231,573085004,239.04,2,1.0,1.0,ACTIVE,Regularly,23.0,920cfcdd2ba657bb0770e780ef71643c910b25350253e0c768383403813f995b,2019,573085,Madison skinny HW (1),272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"5-pocket jeans in washed stretch denim with a high waist, zip fly and slim legs."
2019-10-09,0923aa018c19229076fbc36bd0d760c396d0a24db51e78926f2ae00a40c2ab12,759465001,98.8,2,,,ACTIVE,NONE,26.0,54176cda9820f3afb8e0efa4253695853a9758bfd3731ca8d7541c043effe2ad,2019,759465,TILDA HIP BELT,67,Belt,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Belt with a metal buckle. Width approx. 2.5 cm.
2019-10-01,a0b90488ac5c1848e59b8d403839479b74177feaf4e6a94d7b483d8162a5c6ee,777624001,103.09,2,,,ACTIVE,NONE,21.0,6b3ad3c3245a09ee95f68a6c76fbbc95660d9263694bddb4bbffd4c7dbd461ab,2019,777624,Class Adele earring,70,Earring,Accessories,1010016,Solid,5,Gold,5,Bright,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Metal earrings with a hoop and oval pendant. Diameter approx. 2.8 cm, length approx. 4 cm."
2020-06-17,ca48831acc49ea53568d413bbea2560a1ae99e0569b969daf83e48d42cb579a9,695166032,118.78,1,1.0,1.0,ACTIVE,Regularly,60.0,6f09ec6529ef6068743fc2ac502113d3c41479f2ece49e1339aa5fc06d537dc8,2020,695166,Edith 2p headband,74,Hair/alice band,Accessories,1010001,All over pattern,9,Black,4,Dark,5,Black,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Hairbands in an airy weave. Can be worn around the head or a ponytail.
2018-11-13,3ed997e3152c8ccbfa9da1285539be0daf0aa94afe6c3d63a6b0336e74449a7d,541519005,134.46,2,,,ACTIVE,NONE,27.0,9447d84e75ee5d24c68d2f402f4d7f77d23ad243652aa612eb03cba5a8e242a7,2018,541519,Rae Lace Thong (Magnolia 3p,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Thong briefs in lace with a low waist, lined gusset, narrow sides and string back."
2020-09-16,2fa644ec4a627ec842ece6823ab4e85c762196c66b04752615a47c0a33f95250,915453005,239.04,2,1.0,1.0,ACTIVE,Regularly,62.0,540d2571c58056688f1056f18d008b84998eb7d8283c4e399c4926e11b6eee9e,2020,915453,Chicago,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short, A-line dress in woven fabric with a round, gathered neckline and an opening with a button at the back of the neck. 3/4-length raglan balloon sleeves with narrow trims, and a gathered flounce at the hem for added width. Unlined."
2019-02-16,45d0f01d3b3f1db98875e5a9923dea9679f371363714637cf9045d9979791338,685548002,218.12,2,1.0,,ACTIVE,Regularly,28.0,6ce1ff7029f0719895f3a672a7deea1a2f02c894618dab6d085ea1e112958c29,2019,685548,Soho skirt,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Short jersey skirt with ties at the waist, a concealed zip and button at one side and a seam with a flounce at the hem."
2019-03-28,391059bef8c4def77ef25c0531a19d369783b468199f1e27bac262082599c8dd,399087014,176.29,2,1.0,1.0,ACTIVE,Regularly,43.0,91e8c3a5bf028b9c42fd93eee5d997b264855733d7aa90cc428ac9a0bbe1d3ee,2019,399087,S.Skinny L.W Epic,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,3,Light,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket, low-rise jeans in washed, superstretch denim with a zip fly and button, and super-skinny legs."
2019-03-03,dcb2dc968e257586ff0a10a648099f712964cda8f53ba29133d5364f6a53c2c4,676635002,103.09,2,,,ACTIVE,NONE,51.0,b96e7157be45cc379f5491a0bef51fd9137a48a62f79fd423b7cdc1f531bdb85,2019,676635,Donut basic,254,Top,Garment Upper body,1010027,Neps,51,Light Pink,1,Dusty Light,4,Pink,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,Cap-sleeved top in soft viscose jersey with gathered side seams for best fit.
2019-06-12,6bc9494a0bf8f1d3f16b697a1da3273ddf3d48914291ef11c031c12f98bb5b0a,733378001,239.04,1,1.0,1.0,ACTIVE,Regularly,28.0,d7873cec869e67c1297c39815f13e8641fe1be90447d159b11121b04115b6ba6,2019,733378,Mowgli SP Strapless Balconette,306,Bra,Underwear,1010021,Lace,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Strapless balconette bra in lace with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Detachable, adjustable shoulder straps, side support and a wide hook-and-eye fastening at the back."
2020-07-25,759dbd9ff7aca244d627b9836e0b9c3cd9b3e2dbf42af14c3edda705a2a13557,911893001,448.19,2,,,ACTIVE,NONE,72.0,5e5f2508f7e61ae6cd50d1e922b10e5aec290eec7067960d33d0254d00dd628d,2020,911893,Abu jumpsuit,267,Jumpsuit/Playsuit,Garment Full body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length boiler suit in lightweight cotton twill with a collar and press-studs at the front. V-shaped yoke front and back, chest pockets and patch front pockets. Long sleeves with sewn-in turn-ups, an elasticated seam and belt with press-studs at the waist and wide, gently tapered legs."
2020-06-17,8bc64d2e5933988e1f48155950646496f2863983682bfc128869994e2b4372ac,834340001,186.75,2,1.0,1.0,ACTIVE,Regularly,53.0,b09e5abd66d6454f61b45794391a5d18f06d556f71b49ebdfd9604c3af8112a8,2020,834340,Sparkling WIne Skirt,275,Skirt,Garment Lower body,1010016,Solid,33,Dark Orange,2,Medium Dusty,18,Red,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,Calf-length skirt in satin with a high waist and decorative ties at the front. Concealed zip in one side and a sewn-in wrapover at the front. Unlined.
2020-03-28,be8c32002a42d362cd400acf3eb7fd0501ecc8122cd885d9f9e8c0239bdb907e,481781008,134.46,2,1.0,1.0,ACTIVE,Regularly,42.0,660bb01160bc8bfb796a0aa3dd2c1774b02be09c3587a9e7d5bcf2e72c8c37c0,2020,481781,Malin sunglasses,81,Sunglasses,Accessories,1010016,Solid,42,Red,2,Medium Dusty,18,Red,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Round sunglasses with metal and plastic frames and tinted, UV-protective lenses."
2019-06-11,09c18e44e77d6d16dd81f7be0fe604361a5204df8ae2ead83f8b4ced00208309,714803001,291.33,2,1.0,1.0,ACTIVE,Regularly,19.0,c05648a7c2863f820c1854767c5a0894b452d45b2e6627ad34848c51a8f2f960,2019,714803,Melody dress,265,Dress,Garment Full body,1010006,Dot,73,Dark Blue,4,Dark,2,Blue,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short dress in a crinkled, patterned viscose weave with a V-neck and decorative buttons at the top. Short sleeves with a tie detail, a seam at the waist and a flared skirt. Unlined."
2020-08-26,8ab16519c5bdccb32a45f5d87ba2c498f0544073497751d09df273de9ac2d3d7,879132003,343.61,2,,,ACTIVE,NONE,41.0,798cf79538c0833d1a3a9abd5fe1b4970ecb80e5eca73c92458f6cc075c84ec3,2020,879132,Manila Long Cardigan,245,Cardigan,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Long cardigan in a rib-knit cotton blend with low dropped shoulders, long, wide sleeves and patch front pockets."
2020-07-06,aed2bef283493bef9c42b4f61c4b3d404bfe2d24545948dea875422279b6086c,875329001,113.55,2,,,ACTIVE,NONE,26.0,5b1995829bfc0041bc5727af703077c56474708f8cafd05cb94e3c9d5e60ce98,2020,875329,Blenda tee,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Fitted top in cotton jersey. Round neckline with a narrow trim, and elbow-length sleeves."
2020-06-19,5436a82d4f7f6dc7e638346071cc7b173570a43d184f3504f300464323a7c914,653188024,103.09,1,,,ACTIVE,NONE,19.0,c92a884468246015f2e0d850e73d020db1da838c740b27bc5558f1c4369c473e,2020,653188,Sigge sneaker sock 5p.,302,Socks,Socks & Tights,1010001,All over pattern,31,Light Orange,3,Light,3,Orange,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear",Shaftless socks in a fine-knit cotton blend with elasticated tops. The socks are designed to be hidden inside your shoes.
2019-06-03,0a0a9a2a88617990d1c836c4d20da738cf562850f2deb0990f6fcca4811948fa,507909026,186.75,1,1.0,1.0,ACTIVE,Regularly,55.0,477438fb54f7f91ba7c6f6c3a64000542a08ca905161977318170518bf5b38dd,2019,507909,Rebecca,259,Shirt,Garment Upper body,1010017,Stripe,51,Light Pink,3,Light,4,Pink,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Gently tailored shirt in a stretch cotton blend with a turn-down collar, V-neck, buttons down the front and buttoned cuffs."
2019-07-21,e56830b9359a02ba86cd20aa9e424dbacf8ab33033b2323d48fb6fbd30ad5be3,726768004,343.61,2,1.0,1.0,ACTIVE,Regularly,51.0,bc8909afe19e6d084976717186270453a01194b3d9b67822959b577c924be684,2019,726768,Una jumpsuit,272,Trousers,Garment Lower body,1010017,Stripe,10,White,3,Light,9,White,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Off-the-shoulder jumpsuit in woven fabric with a silicone trim and plastic stays at the top for support and narrow, detachable shoulder straps. Seam at the waist with a tie belt, a concealed zip in one side and straight, wide, 3/4-length legs. Lined at the top."
2019-02-20,76fbf99d152f74e5334a036cdc022cbbcfabf8a19174137882ad7b24eb0c2538,736049001,186.75,2,1.0,1.0,ACTIVE,Regularly,30.0,cd2a7d9a45de3d61f2110d41d84f615233858e43c194f77a4fd214e2a4e09ee9,2019,736049,Tawny sweater dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Short, straight-style dress in lightweight sweatshirt fabric with long sleeves and ribbing around the neckline and cuffs."
2019-07-16,f32f335c34fe0eae438f6be52c82f0b53df1188e97f3af267f1eee38bbc9b4d6,771005003,92.63,1,,,ACTIVE,NONE,45.0,f5e78166d4fcabd6fa02a9c40fe596a54e7750e5307943447d6c058329f70dd0,2019,771005,Ophelia Brazilian Azalea,286,Underwear bottom,Underwear,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in lace with a low waist, lined gusset and high cut at the back."
2019-07-31,08c9fafb5518de9328e4aacac350f440022795e3e4379afd46454045d67bfedd,732418001,186.75,2,,,ACTIVE,NONE,65.0,9115920318113713a90a16ab0f0f6b6957a7589c5aae40f78023662346a8130d,2019,732418,Emerald,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Calf-length dress in soft slub jersey made from a modal and cotton blend with a V-neck front and back and narrow shoulder straps. Sewn-in wrapover at the front and a seam at the waist with ties at one side.
2020-04-28,7fedf3417adaa0218ea2c5b6c190ac0657fb060a8eae5b88d75840068540df41,886279001,448.19,2,,,ACTIVE,NONE,22.0,1e180265e488058f85bc1d279374cf864acc703812a5703d96a5acf87e2d1cc6,2020,886279,Loose Straight Trash,272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket jeans in washed cotton denim with hard-worn details. High waist, a zip fly and button, and wide, straight legs with raw-edge hems. The cotton content of the jeans is partly recycled."
2020-08-09,1f5d2535d66ea36a252464a19ff2925bd564ceb7e2b9f0e964d55a56cccf5f4e,589017001,291.33,2,,,ACTIVE,NONE,56.0,d229f0a4090a4fd973c610b0850463745340177645fa3415a37e831539405c8b,2020,589017,Stefania straples superpush,306,Bra,Underwear,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Super push-up bra in microfibre with underwired, moulded, thickly padded cups to maximise the bust and create a fuller cleavage. Detachable, adjustable shoulder straps and silicon trim at the back to hold the bra in place. Wide fastening at the back with hooks and eyes."
2020-04-17,585fa60daee91f9270180e252e9a73d5e9d8629889bdba050fcb828d67e8ef65,837306011,225.34,2,1.0,1.0,ACTIVE,Regularly,57.0,69540e86f624c9c37bd51d7ae1b3cb60b805e714422709ca836569551e081804,2020,837306,Mirella HW,272,Trousers,Garment Lower body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Soft cotton twill trousers in a relaxed fit. High, frill-trimmed paper bag waist with covered elastication, a zip fly and press-studs, side and back pockets, and tapered legs."
2020-04-26,928fb154fce543eadda48b78918b19743dbf70450f7310c7f2fe1ba39971f036,803468002,155.38,2,,,ACTIVE,NONE,31.0,7b3f8eaaa0039bb834cd4086d5f4a9e5dd4cc98b71e7c23a39fc2d7d2002d4ad,2020,803468,Inga 7p Ct Thong,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1336,Shopbasket Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear",Thong briefs in jersey made from a cotton blend with a mid waist and lined gusset.
2019-01-01,4a0cc4b120689288f3687e6c82cba3d9f616dac71417ca71a2bd30697346c892,613465003,92.63,2,,,ACTIVE,NONE,25.0,77c23814a7c1ff35b1c98f6e9d381b312cbc9273877a0101c0c810784711de93,2019,613465,CSP Miley,254,Top,Garment Upper body,1010007,Embroidery,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Jersey top with elastication at the top and short, wide, raglan sleeves with broderie anglaise."
2018-10-13,464335e60a253b7e88fc9a939d9a813596e4a1fc0e100e6a02136c7196cab34f,570002024,113.55,1,,,ACTIVE,NONE,30.0,9b38805ec7f6c1c5e8b7ae37a46e083c0de32e5b5898aaa649982f6668c9cfaa,2018,570002,R-NECK SS SLIM FIT,255,T-shirt,Garment Upper body,1010017,Stripe,11,Off White,1,Dusty Light,9,White,5868,Basics,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,Round-necked T-shirt in soft jersey.
2020-07-23,f3494ed32508f46d5365410b6f729d5929359d7f9e4915f79f483a364859b85e,610776093,69.1,1,1.0,1.0,ACTIVE,Regularly,60.0,5e96386d597781bc0e8942260fdeab05e6d4cb55d7bd4390bd4f43cb3d503499,2020,610776,Tilly (1),255,T-shirt,Garment Upper body,1010001,All over pattern,52,Pink,2,Medium Dusty,4,Pink,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,T-shirt in lightweight jersey with a rounded hem. Slightly longer at the back.
2019-11-28,5a648eddce140f7138723628022dcc332a8f956237c92bea562317d4ecd68e32,788633001,343.61,1,,,ACTIVE,NONE,27.0,834bc048538d1ffd116cc9266f92ac69f5832567b73ee4c63ffe320e8ac47ccc,2019,788633,Reindeer,252,Sweater,Garment Upper body,1010022,Jacquard,11,Off White,1,Dusty Light,9,White,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Jumper in a soft jacquard knit containing some wool with a ribbed turtle neck, long raglan sleeves and ribbing at the cuffs and hem. The polyester content of the jumper is recycled."
2019-04-27,a080d6f1819669c1e2d46c9c488fe3af8269780d463a83657cac9bd56c39b1ab,697992001,291.33,2,1.0,1.0,ACTIVE,Regularly,32.0,858b391d2deb261280265e7cae6fab981832517e58a6b9fc5933ae4ea24a767c,2019,697992,Raven,252,Sweater,Garment Upper body,1010016,Solid,72,Blue,7,Medium,2,Blue,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Boxy-style jumper in a soft, textured knit with a deep V-neck, dropped shoulders, long sleeves and roll edges at the cuffs and hem."
2019-04-02,74711e32c282611d965c54aee8f0a622e1ee0642461b3a1a31ab4d9614ef96cf,351484002,165.83,2,1.0,1.0,ACTIVE,Regularly,22.0,47d3c46c42efa8d9bc2f7aad89b6307285d01e9378f3740c8be27629de71d96a,2019,351484,Lazer Razer Brief,59,Swimwear bottom,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with a mid waist, medium coverage at the back and laser-cut, scalloped edges."
